Number;Area;Address
м.Київ - Відділ ведення ДРВ Голосіївської районної в місті Києві державної адміністрації;;
Звичайні виборчі дільниці:;;
800893;м.Київ – вул.Виборзька: 2/24- вул.Металістів: 3, 6- вул.Янгеля Академіка: 20-;"вул.Борщагівська, 126, м.Київ, 03056 (НТУУ ""КПІ"", учбовий корпус №18, хол)"
800894;м.Київ – вул.Борщагівська: 97А к.1, 97А к.2, 99, 117, 129/131, 133, 139/141, 143, 143Б, 145- вул.Дашавська: 5–20, 24–37- вул.Залізнична, вул.Польова: 19/8–47- пров.Індустріальний;"вул.Борщагівська, 115, м.Київ, 03056 (НТУУ ""КПІ"", учбовий корпус №22, хол)"
800895;м.Київ – вул.Борщагівська: 146, 150, 152, 152А, 152В- вул.Металістів: 7- пров.Ковальський: 22А-;"вул.Борщагівська, 146, м.Київ, 03056 (НТУУ ""КПІ"", гуртожиток №19, робоча кімната)"
800896;м.Київ – вул.Борщагівська: 144- вул.Виборзька: 1- вул.Янгеля Академіка: 18/1-;"вул.Борщагівська, 124, м.Київ, 03056 (НТУУ ""КПІ"", учбовий корпус №19, хол)"
800897;м.Київ – вул.Борщагівська: 148- пров.Ковальський: 5-;"вул.Борщагівська, 124, м.Київ, 03056 (НТУУ ""КПІ"", учбовий корпус №19, хол)"
800898;м.Київ – вул.Борщагівська: 46/1, 46/2- вул.Боткіна, вул.Металістів: 4- вул.Політехнічна: 31Б, 31В- вул.Янгеля Академіка: 7, 16/2- просп.Перемоги: 37В, 37Г, 37Д, 37Ж, 37З-;"вул.Політехнічна, 6, м.Київ, 03055 (НТУУ ""КПІ"", теплоенергетичний корпус №5, хол)"
800899;м.Київ – вул.Гетьмана Вадима: 1А–1В- вул.Смоленська, вул.Янгеля Академіка: 2–4, 14/1- пров.Польовий, просп.Перемоги: 39, 43, 43А, 43Б, 45-;пров.Польовий, 10, м.Київ, 03057 (спеціалізована школа №71, спортивна зала)
800900;м.Київ – вул.Виборзька: 17/19, 23–38/19, 41–41/23- вул.Металістів: 9–35/15-;вул.Металістів, 17, м.Київ, 03057 (Державний інститут підготовки кадрів, вестибюль)
800901;м.Київ – вул.Виборзька: 12, 18/20–22А- вул.Янгеля Академіка: 5- пров.Ковальський: 3–4, 11–22-;вул.Смоленська, 4, м.Київ, 03057 (школа №74, актова зала)
800902;м.Київ – вул.Виборзька: 55/13- вул.Машинобудівна: 8–15, 21А- вул.Тупікова Генерала: 11- пров.Машинобудівний: 5-;вул.Виборзька, 57, м.Київ, 03067 (школа №229, вестибюль)
800903;м.Київ – вул.Борщагівська: 182В, 188, 190, 196, 198, 198А, 202, 206, 210, 212/41- вул.Дністровська, вул.Машинобудівна: 21Б- вул.Тупікова Генерала: 3/1–8, 14А–16-;вул.Виборзька, 57, м.Київ, 03067 (школа №229, вестибюль)
800904;м.Київ – вул.Борщагівська: 174/32- вул.Виборзька: 40/16, 44–49А- вул.Гетьмана Вадима: 22–30А- вул.Деснянська, пров.Металістів;вул.Виборзька, 57, м.Київ, 03067 (школа №229, вестибюль)
800905;м.Київ – вул.Виборзька: 80/17–91А- вул.Гарматна: 2–20- вул.Машинобудівна: 21, 32/22–36-;"вул.Виборзька, 82, м.Київ, 03067 (Будинок культури ВО ""Київприлад"", хол)"
800906;м.Київ – вул.Василенка Миколи: 1–2А- вул.Гетьмана Вадима: 30Б- вул.Козелецька, пров.Чугуївський, просп.Перемоги: 55/2(А0139), 55/2(А-0136)-;вул.Шутова Полковника, 13, м.Київ, 03067 (Київське вище професійне поліграфічне училище, актова зала)
800907;м.Київ – вул.Шутова Полковника, пров.Виборзький, просп.Перемоги: 55/2(А2424), 55/2*(А-2100)-;вул.Шутова Полковника, 14В, м.Київ, 03067 (Гуртожиток Національного медичного університету, клубне приміщення)
800908;м.Київ – вул.Виборзька: 59А–75/79- вул.Гарматна: 21–25- вул.Машинобудівна: 24–27- пров.Машинобудівний: 25–27-;"вул.Гарматна, 10, м.Київ, 03067 (ліцей ""Авіант"", вестибюль)"
800909;м.Київ – вул.Гарматна: 29/31–40- вул.Західна;"вул.Гарматна, 26, м.Київ, 03067 (Палац культури АК ""РОСТОК"", колонна зала)"
800910;м.Київ – бульв.Гавела Вацлава: 1/28–9Б-;вул.Василенка Миколи, 10, м.Київ, 03113 (школа №46, рекреація)
800911;м.Київ – бульв.Гавела Вацлава: 11–17- просп.Комарова Космонавта: 4–8, 10–16, 20-;вул.Василенка Миколи, 10, м.Київ, 03113 (школа №46, рекреація)
800912;м.Київ – вул.Василенка Миколи: 4–12, 13–13А-;вул.Василенка Миколи, 10, м.Київ, 03113 (школа №46, вестибюль)
800913;м.Київ – вул.Василенка Миколи: 12А, 14–25-;просп.Комарова Космонавта, 32, м.Київ, 03065 (школа №26, вестибюль 1-й поверх)
800914;м.Київ – бульв.Гавела Вацлава: 19–21А, 25–29- вул.Героїв Севастополя: 1–7Б-;бульв.Гавела Вацлава, 23А, м.Київ, 03124 (ЖЕД №904, зала засідань)
800915;м.Київ – бульв.Гавела Вацлава: 21Б–21В- вул.Героїв Севастополя: 9, 11–11Б-;вул.Героїв Севастополя, 9А, м.Київ, 03124 (школа №67, рекреація)
800916;м.Київ – вул.Героїв Севастополя: 13–13А, 15, 17–17В, 19, 22–22А, 24/2, 26- просп.Комарова Космонавта: 22–28-;вул.Героїв Севастополя, 9А, м.Київ, 03124 (школа №67, рекреація)
800917;м.Київ – вул.Героїв Севастополя: 23–23А, 25, 27–31, 33-;вул.Героїв Севастополя, 9А, м.Київ, 03124 (школа №67, рекреація)
800918;м.Київ – бульв.Гавела Вацлава: 57/38- вул.Каблукова Академіка: 1–8- просп.Комарова Космонавта: 9–9А, 17–19, 30/28–46В-;просп.Комарова Космонавта, 32, м.Київ, 03065 (школа №26, спортивна зала)
800919;м.Київ – бульв.Гавела Вацлава: 31- вул.Героїв Севастополя: 8, 10А–10Б, 12, 14, 16, 18/2, 20/1- вул.Метробудівська: 1/35–3, 5-;вул.Метробудівська, 5А, м.Київ, 03065 (Промислово-економічний коледж Національного авіаційного університету, хол)
800920;м.Київ – вул.Метробудівська: 4–4А, 6–13/10- вул.Чумака Василя: 4, 6-;вул.Метробудівська, 5А, м.Київ, 03065 (Професійний ліцей Національного авіаційного університету, хол)
800921;м.Київ – бульв.Гавела Вацлава: 18, 47/15, 49, 51/16- вул.Каблукова Академіка: 9–15- вул.Метробудівська: 14/12–18-;вул.Каблукова Академіка, 14, м.Київ, 03065 (школа №161, хол)
800922;м.Київ – бульв.Гавела Вацлава: 35/2, 37, 38В, 39, 41, 43–43А, 45, 53, 55- вул.Чумака Василя: 3, 5, 7–13-;вул.Каблукова Академіка, 14, м.Київ, 03065 (школа №161, хол)
800923;м.Київ – вул.Білецького Академіка: 4, 6–8, 10, 16А–20- вул.Стражеска Академіка: 1–5-;вул.Білецького Академіка, 12, м.Київ, 03126 (Київський медичний коледж імені П.І.Гаврося, учбовий корпус №2, вестибюль)
800924;м.Київ – бульв.Гавела Вацлава: 67–73/22- вул.Білецького Академіка: 3, 5–5В, 9–9А- вул.Героїв Севастополя: 32, 34/2, 36А–36/1- вул.Стражеска Академіка: 7–11-;вул.Білецького Академіка, 7, м.Київ, 03126 (школа №54, вестибюль)
800925;м.Київ – бульв.Гавела Вацлава: 30/1, 32–34, 75–79, 79Б, 79Д- вул.Білецького Академіка: 9Б, 11-;вул.Білецького Академіка, 7, м.Київ, 03126 (школа №54, коридор, 1-й поверх)
800926;м.Київ – бульв.Гавела Вацлава: 79А, 79В–79Г, 81–83, 83Б, 83Д- вул.Донця Михайла: 17/46, 19–19Б, 21–21А-;вул.Донця Михайла, 16, м.Київ, 03126 (спеціалізована школа №52, вестибюль)
800927;м.Київ – бульв.Гавела Вацлава: 83А, 83В–83Г, 85–87А- вул.Донця Михайла: 14–14В, 18–18Б, 20-;вул.Донця Михайла, 16, м.Київ, 03126 (спеціалізована школа №52, коридор, 1-й поверх)
800928;м.Київ – вул.Донця Михайла: 3–11- просп.Відрадний: 6/1, 8, 10, 10А, 12, 12А, 12Б, 14/45, 16/50-;вул.Героїв Севастополя, 43, м.Київ, 03061 (школа №174, вестибюль)
800929;м.Київ – вул.Героїв Севастополя: 35А, 44А–44/10- вул.Донця Михайла: 12–13Б, 15/41- просп.Відрадний: 55, 59, 61-;вул.Героїв Севастополя, 43, м.Київ, 03061 (школа №174, їдальня)
800930;м.Київ – просп.Відрадний: 18, 18А, 18Б, 22, 22А, 22Б, 24/93, 31, 33, 35, 37, 39, 41, 43, 43А, 45, 45А, 47, 47/1, 49/2, 51, 67, 69/1, 71/2, 75, 77/1, 79/2, 81, 83, 85, 89, 91/1-;просп.Відрадний, 20, м.Київ, 03061 (спеціалізована школа №173, коридор, 1-й поверх)
800931;м.Київ – бульв.Гавела Вацлава: 50, 52, 54/26- вул.Донця Михайла: 23–25/89- просп.Відрадний: 28, 28А, 28Б, 28В, 28Г, 29, 30, 32, 32А-;просп.Відрадний, 20, м.Київ, 03061 (спеціалізована школа №173, коридор, 2-й поверх)
800932;м.Київ – бульв.Гавела Вацлава: 34Б–34Г, 36–36В, 38-;бульв.Гавела Вацлава, 46, м.Київ, 03126 (спортивний ліцей-інтернат, кімната для голосування)
800933;м.Київ – бульв.Гавела Вацлава: 38Г, 40–40Б, 42, 44, 46, 48/24- вул.Далека, вул.Добрузька, вул.Донця Михайла: 26–28- вул.Качалова, вул.Потебні Академіка, вул.Яна Райніса;бульв.Гавела Вацлава, 46, м.Київ, 03126 (спортивний ліцей-інтернат, кімната для голосування)
800934;м.Київ – просп.Відрадний: 36, 36А, 36Б, 38, 38А, 38Б, 38В, 40, 40А-;просп.Відрадний, 36В, м.Київ, 03126 (школа №22, спортивна зала)
800935;м.Київ – вул.Новопольова: 89/16–106А- вул.Пост-Волинська;вул.Новопольова, 95, м.Київ, 03061 (Комунальне підприємство по утриманню зелених насаджень, актова зала)
800936;м.Київ – вул.Шепелєва Миколи;вул.Шепелєва Миколи, 3, м.Київ, 03061 (Київське вище професійне училище будівництва і дизайну, спортивна зала)
800937;м.Київ – вул.Газова, вул.Знам’янська, вул.Новопольова: 44/8–88- вул.Патріотів: 69/66, 71–71А, 73, 75А–91, 93–99/15- вул.Суздальська, вул.Танкістів;вул.Шепелєва Миколи, 3А, м.Київ, 03061 (Центр підвищення кваліфікації керівних кадрів Міністерства доходів і зборів України, к.103, 124)
800938;м.Київ – вул.Августина Волошина: 1, 3- вул.Героїв Севастополя: 65- вул.Залісна, вул.Зелена, вул.Кар’єрна, вул.Карпатська, вул.Миронівська: 3, 5, 7, 9, 11, 13–78- вул.Новопольова: 2/38–43- вул.Одеська, вул.Патріотів: 1/19–68, 70, 72, 74–75, 92- вул.Паустовського, вул.Планерна, вул.Попельнянська, вул.Постова, вул.Чернишевського, вул.Чернівецька: 10–28А/20-;вул.Зелена, 12, м.Київ, 03061 (школа №12, вестибюль)
800939;м.Київ – вул.Ніжинська: 27–29, 29В, 29Д–31-;вул.Ніжинська, 29Д, м.Київ, 03058 (НАУ, гуртожиток №11, буфет)
800940;м.Київ – вул.Ніжинська: 29А–29Б, 29Г-;просп.Комарова Космонавта, 1, м.Київ, 03058 (НАУ, навчальний корпус №7, фойє)
800941;м.Київ – вул.Бориславська, вул.Ніжинська: 7, 14- вул.Піддубного Івана, вул.Чернівецька: 4-;просп.Комарова Космонавта, 1, м.Київ, 03058 (Центр культури та мистецтв НАУ, вестибюль)
800942;м.Київ – вул.Гарматна: 45–49, 53–57- вул.Донця Михайла: 2А–2Б- вул.Миколи Голего: 28А–28/32- вул.Ніжинська: 16–20- вул.Слов’янська, просп.Відрадний: 1, 1А, 4, 5, 9, 9А, 13, 15, 17, 19, 19А, 21, 23, 25, 25А, 27-;просп.Комарова Космонавта, 1, м.Київ, 03058 (Центр культури та мистецтв НАУ, вестибюль)
800943;м.Київ – вул.Борщагівська: 173/187, 189, 195- вул.Гарматна: 42–44/2- вул.Леваневського: 8/7- вул.Миколи Голего: 6, 12-;просп.Комарова Космонавта, 1, м.Київ, 03058 (Центр культури та мистецтв НАУ, вестибюль)
800944;м.Київ – вул.Борщагівська: 193- вул.Гарматна: 51- вул.Дашавська: 22- вул.Ніжинська: 5, 10–12-;вул.Борщагівська, 193, м.Київ, 03058 (НАУ, гуртожиток №5, хол)
800945;м.Київ – вул.Августина Волошина: 2–2А, 28–36/11- вул.Долинна, вул.Караваєва Професора, вул.Комбайнерів, вул.Миронівська: 1Б–2, 4, 6, 8, 10, 12/32- вул.Польова: 49–65- вул.Тутковського Академіка, вул.Яблонської Тетяни: 2–22-;"вул.Августина Волошина, 2, м.Київ, 03061 (підлітковий клуб ""Лідер"", каб.7)"
800946;м.Київ – вул.Гетьмана Вадима: 40–46- вул.Яблонської Тетяни: 1-;вул.Тупікова Генерала, 29, м.Київ, 03058 (дитяча школа мистецтв №1, вестибюль)
800947;м.Київ – вул.Гетьмана Вадима: 34, 38, 46А–46А к.6- вул.Тупікова Генерала: 21–31/2А-;вул.Тупікова Генерала, 22, м.Київ, 03058 (спеціалізована школа №159, вестибюль)
800948;м.Київ – вул.Борщагівська: 171/18- вул.Гетьмана Вадима: 36- вул.Леваневського: 4–7, 9–33- вул.Миколи Голего: 5, 7А–7В-;вул.Тупікова Генерала, 22, м.Київ, 03058 (спеціалізована школа №159, спортивна зала)
Спеціальні виборчі дільниці:;;
800949;Київська міська клінічна лікарня №6;просп.Комарова Космонавта, 3, м.Київ, 03065
800950;"Державна установа ""Національний інститут фтизіатрії та пульмонології імені Ф.Г.Яновського"" Національної академії медичних наук України";вул.Амосова Миколи, 10, м.Київ, 03110
800951;"Державна установа ""Національний інститут серцево-судинної хірургії імені М.М.Амосова"" Національної академії медичних наук України України";вул.Амосова Миколи, 6, м.Київ, 03110
800952;"Державний заклад ""Всеукраїнський клінічний медико-реабілітаційний кардіохірургічний центр Міністерства охорони здоров’я України""";вул.Амосова Миколи, 8, м.Київ, 03110
800953;Київська міська клінічна лікарня №4;вул.Солом’янська, 17, м.Київ, 03110
800954;Київський міський пологовий будинок №5;просп.Лобановського Валерія, 2, м.Київ, 03037
800955;"Національний науковий центр ""Інститут кардіології імені М.Д.Стражеска"" Національної академії медичних наук України України";вул.Народного Ополчення, 5, м.Київ, 03151
800956;"Дорожня клінічна лікарня №2 станції Київ ДТГО ""Південно-Західна залізниця""";просп.Повітрофлотський, 9, м.Київ, 03049
800957;"Державна установа ""Національний інститут хірургії і трансплантології імені О.О.Шалімова"" Національної академії медичних наук України України";вул.Героїв Севастополя, 30, м.Київ, 03126
800958;"Дочірнє підприємство ""Медичне науково-практичне об’єднання ""Медбуд"" Акціонерного товариства холдингової компанії ""Київміськбуд""";просп.Лобановського Валерія, 17, м.Київ, 03110
801086;"Державна установа ""Інститут епідеміології та інфекційних хвороб імені Л.В.Громашевського Національної академії медичних наук України""";вул.Амосова Миколи, 5, м.Київ, 03038
м.Київ - Відділ ведення ДРВ Шевченківської районної в місті Києві державної адміністрації;;
Звичайні виборчі дільниці:;;
800961;м.Київ – вул.Володимирська: 19, 19А- вул.Костьольна, вул.Михайлівська, вул.Тарасової Алли, вул.Трьохсвятительська, вул.Хрещатик: 4, 8, 8Б, 10, 10В, 32Б-;вул.Трьохсвятительська, 4, м.Київ, 01001 (Інститут імені В.М.Корецького, хол, 2-й поверх)
800962;м.Київ – вул.Грінченка Бориса, вул.Іринінська, вул.Паторжинського, вул.Прорізна: 4–23- вул.Пушкінська: 2-4/7- вул.Софіївська, пров.Михайлівський, пров.Шевченка Тараса;вул.Прорізна, 14, м.Київ, 01034 (гімназія №48, хол, 1-й поверх)
800963;м.Київ – вул.Володимирська: 26(АДПС 2451), 33(К1410), 33(Е6133), 37, 38, 40, 40/2, 48, 48А- вул.Золотоворітська, вул.Мала Житомирська, вул.Малопідвальна, вул.Рейтарська: 4–13, 17, 19, 21- вул.Ярославів Вал: 1–11, 14–14Г, 16, 20-;вул.Прорізна, 19А, м.Київ, 01034 (школа №57, вестебюль, 1-й поверх)
800964;м.Київ – бульв.Шевченка Тараса: 1Б–6, 10- вул.Прорізна: 3- вул.Пушкінська: 1-3/5, 5–25, 36- вул.Хмельницького Богдана: 5–12-14-;вул.Пушкінська, 22, м.Київ, 01004 (Університет імені Богомольця, хол, 1-й поверх)
800965;м.Київ – вул.Велика Житомирська: 4–23- вул.Володимирська: 5, 6, 7, 9, 12В, 18/2, 20/1А, 20/1Б, 22- вул.Десятинна, вул.Стрілецька: 4–24- вул.Стрітенська: 2/8–4/13- пров.Георгіївський, пров.Десятинний, пров.Рильський;вул.Володимирська, 1/15, м.Київ, 01025 (школа №25, коридор, 2-й поверх)
800966;м.Київ – бульв.Шевченка Тараса: 9/28, 11- вул.Велика Васильківська: 2, 6, 12, 14, 16, 18, 20- вул.Льва Толстого: 8А- вул.Пушкінська: 31А–33А, 37–45/2- вул.Терещенківська;вул.Володимирська, 58, м.Київ, 01033 (Університет імені Тараса Шевченка, хол, 1-й поверх)
800967;м.Київ – вул.Володимирська: 45, 49А, 51-53- вул.Леонтовича, вул.Лисенка, вул.Франка Івана: 3, 7, 9–11, 13–15, 17, 25/40, 27- вул.Хмельницького Богдана: 21–32, 36, 42/32, 26В1–26В2-;вул.Леонтовича, 11, м.Київ, 01030 (Київський коледж зв’язку, хол, 1-й поверх)
800968;м.Київ – бульв.Шевченка Тараса: 36–38- вул.Коцюбинського Михайла: 9- вул.Пирогова, вул.Франка Івана: 20–24А, 26, 27/31–42- вул.Хмельницького Богдана: 33/34, 42, 50-;вул.Пирогова, 9, м.Київ, 01030 (Університет імені М.Драгоманова, хол, 1-й поверх)
800969;м.Київ – вул.В’ячеслава Липинського, вул.Гончара Олеся: 47Б–47/49, 51, 53–55А(МЧС)- вул.Коцюбинського Михайла: 2–6- вул.Франка Івана: 12, 16/2- вул.Хмельницького Богдана: 39–41, 62Б, 66–68-;вул.Хмельницького Богдана, 37/1, м.Київ, 01030 (поліклініка №1, хол, 1-й поверх)
800970;м.Київ – вул.Бульварно-Кудрявська: 1/37–5А, 7–7Б, 9, 11А, 15- вул.Гончара Олеся: 22–24Б, 26–46/48- вул.Рейтарська: 25- вул.Стрілецька: 28- вул.Франка Івана: 4–4Б, 8А–8/10- вул.Ярославів Вал: 13, 15А, 17А–19, 21А–29Б-;вул.Ярославів Вал, 27, м.Київ, 01034 (школа №49, вестибюль, 1-й поверх)
800971;м.Київ – вул.Кудрявська, вул.Петрівська, пров.Нестерівський, узвіз Вознесенський, узвіз Кудрявський;"узвіз Вознесенський, 14, м.Київ, 04053 (клуб ""Соколятко"" КП ""Дитячі мріїї"", хол, 1-й поверх)"
800972;м.Київ – вул.Велика Житомирська: 24Б–40- вул.Гончара Олеся: 6–21, 25- вул.Рейтарська: 2, 16, 18, 20/24, 28–41- вул.Стрітенська: 11–17- вул.Ярославів Вал: 30А–38-;пл.Львівська, 14, м.Київ, 04053 (коледж Київського національно-економічного уніврситету, вестибюль, 2-й поверх)
800973;м.Київ – вул.Бульварно-Кудрявська: 19–31А- вул.Гоголівська: 2А–4, 6А, 10- вул.Гончара Олеся: 50, 52, 60–62, 74А–74Б- пров.Чеховський;пров.Чеховський, 4А, м.Київ, 01054 (школа №91, хол, 1-й поверх)
800974;м.Київ – бульв.Шевченка Тараса: 31–33Б- вул.Гончара Олеся: 57–59, 65А- вул.Хмельницького Богдана: 47–49, 57–61, 63, 72–94- пров.Алли Горської;пров.Алли Горської, 3, м.Київ, 01032 (школа №58, актова зала, 3-й поверх)
800975;м.Київ – бульв.Шевченка Тараса: 18–27Б- вул.Жилянська: 104/24, 114, 116А, 118, 120Б- вул.Льва Толстого: 8, 16, 22- вул.Назарівська, вул.Саксаганського: 88, 90, 92, 92/94, 102, 102А, 102Б, 104, 106, 108, 109, 110, 112, 113А, 115В, 117, 118, 121, 123, 125, 127, 129А, 129Б, 129В, 131А, 131Б, 147- вул.Симона Петлюри, вул.Старовокзальна: 7А–9В-;вул.Саксаганського, 100, м.Київ, 01032 (Центральна районна поліклініка, хол, 1-й поверх)
800976;м.Київ – вул.Обсерваторна, вул.Січових Стрільців: 5–26А, 31, 33А–33Б- пл.Львівська;вул.Січових Стрільців, 27, м.Київ, 04053 (школа №138, вестибюль, 2-й поверх)
800977;м.Київ – вул.Бульварно-Кудрявська: 6, 8–8Б, 10, 14, 16, 32–38- вул.Володимира Винниченка, вул.Гоголівська: 11/39, 14, 36–49-;"вул.Гоголівська, 22-24, м.Київ, 01054 (Інститут ""Гіпроцивільпромбуд"", їдальня, 2-й поверх)"
800978;м.Київ – бульв.Шевченка Тараса: 44–58- вул.Бульварно-Кудрявська: 41–51- вул.Гоголівська: 1/3, 5, 9Б- вул.Гончара Олеся: 67–73, 75–96- вул.Дмитрівська: 1–13А- вул.Золотоустівська: 1–14- вул.Тургенєвська: 2-;вул.Тургенєвська, 8/14, м.Київ, 01054 (Університет імені М.Драгоманова, хол, 2-й поверх)
800979;м.Київ – вул.Некрасівська, вул.Січових Стрільців: 28А–30Б, 32-38, 35–53- пров.Бехтерєвський;вул.Некрасівська, 4, м.Київ, 04053 (школа №106, вестибюль, корпус А, 1-й поверх)
800980;м.Київ – вул.Гоголівська: 13/30, 15–34- вул.Дмитрівська: 24, 46–66А- вул.Павлівська: 17- вул.Тургенєвська: 16–48-;вул.Гоголівська, 31, м.Київ, 01054 (ліцей №38, вестибюль, 1-й поверх)
800981;м.Київ – вул.Дмитрівська: 96-98–104- вул.Дончука Василя, вул.Пимоненка Миколи, вул.Полтавська: 4- вул.Січових Стрільців: 58/2, 68–84А- вул.Студентська, вул.Тургенєвська: 83/85-;"вул.Січових Стрільців, 60, м.Київ, 04050 (ВАТ ""Інститут транспорту нафти"", вестибюль, 2-й поверх)"
800982;м.Київ – вул.Дмитрівська: 75–82- вул.Павлівська: 4-8–10, 18- вул.Полтавська: 3, 5–13- вул.Січових Стрільців: 55–57, 59А–59-65- вул.Тургенєвська: 52-58–82-;вул.Тургенєвська, 71, м.Київ, 04050 (Головне управління статистики, хол, 1-й поверх)
800983;м.Київ – вул.Дмитрівська: 15-17–23Б, 25–45, 69- вул.Золотоустівська: 16–55- вул.Павлівська: 26/41- вул.Річна, вул.Чорновола В’ячеслава: 25, 29/31–33/30-;вул.Чорновола В’ячеслава, 37, м.Київ, 01135 (гімназія №153, вестибюль, 1-й поверх)
800984;м.Київ – вул.Старовокзальна: 14/16- просп.Перемоги: 1, 2, 3, 5, 7, 7Б, 8, 9, 9/47, 12-;просп.Перемоги, 7А, м.Київ, 01135 (школа №41, їдальня, 1-й поверх)
800985;м.Київ – вул.Лук’янівська: 21–63, 69/71- вул.Олегівська, пров.Лук’янівський;вул.Лук’янівська, 65/67, м.Київ, 04071 (Інститут підготовки кадрів промисловості, актова зала, 1-й поверх)
800986;м.Київ – вул.Глибочицька, вул.Лук’янівська: 5–11, 65/67, 79–81- вул.Соляна, вул.Трудова;"вул.Лук’янівська, 5, м.Київ, 04107 (ЖЕК ""Татарка"", хол, 1-й поверх)"
800987;м.Київ – вул.Андрющенка Григорія: 4- вул.Глібова, вул.Котарбінського Вільгельма: 21–23- вул.Чорновола В’ячеслава: 2–20, 26/2–29А-;вул.Чорновола В’ячеслава, 24, м.Київ, 01135 (Київський професійно-педагогічний коледж імені А.С.Макаренка, фойє, 1-й поверх)
800988;м.Київ – вул.Андрющенка Григорія: 4А–7/19- вул.Коперніка: 21, 27–29- вул.Рибалка Маршала, вул.Шолуденка: 14–31А-;"вул.Рибалка Маршала, 7/18, м.Київ, 04116 (клуб КП ЖЕК ""Золотоустівська"", актова зала, 1-й поверх)"
800989;м.Київ – вул.Коперніка: 7–16, 16Б–17, 23- вул.Котарбінського Вільгельма: 10/12–19- вул.Молдавська: 3–5А- вул.Січових Стрільців: 103-;вул.Коперніка, 8, м.Київ, 04116 (школа №101, коридор, 1-й поверх)
800990;м.Київ – вул.Білоруська: 1–10/18- вул.Дегтярівська: 6, 10, 12/7, 14- вул.Коперніка: 3- вул.Котарбінського Вільгельма: 8- вул.Мельникова: 2/10–5, 7–9- вул.Митрофана Довнар-Запольського: 9, 11–16-;вул.Коперніка, 8, м.Київ, 04116 (школа №101, коридор, 2-й поверх)
800991;м.Київ – вул.Печенізька: 23–27, 35/43- вул.Підгірна, вул.Татарська: 1В–6, 20, 32Б-;"вул.Половецька, 49, м.Київ, 04107 (компанія ""Артем"", спортивна зала, 1-й поверх)"
800992;м.Київ – вул.Печенізька: 6–16, 34- вул.Стара Поляна, вул.Татарська: 18Б, 36/5–38- вул.Шмідта Отто: 2Б–22- пров.Татарський;пров.Татарський, 1, м.Київ, 04107 (школа №139, коридор, 1-й поверх)
800993;м.Київ – вул.Половецька, вул.Татарська: 7, 21–32А-;вул.Половецька, 7/13, м.Київ, 04107 (бібліотека імені Васильченка, хол, 1-й поверх)
800994;м.Київ – вул.Багговутівська: 29, 36–40- вул.Нагірна: 12–29А- вул.Печенізька: 1/7–4- вул.Шмідта Отто: 26А–35/37- пров.Квітучий;вул.Нагірна, 22, м.Київ, 04107 (Київський інститут автоматики, каб.220, 2-й поверх)
800995;м.Київ – вул.Білоруська: 13, 15А, 17–17А, 32–40- вул.Дегтярівська: 19(А0105)–19(А3855)- вул.Деревлянська: 8–12/42, 17А- вул.Зоологічна: 4А(А1937)-;вул.Мельникова, 39, м.Київ, 04050 (школа №61, їдальня, 1-й поверх)
800996;м.Київ – вул.Білоруська: 26–30А- вул.Герцена: 2- вул.Деревлянська: 2-6, 13- вул.Лермонтовська, вул.Мельникова: 6, 10–18Б, 49–75-;вул.Мельникова, 39, м.Київ, 04050 (школа №61, хол, 2-й поверх)
800997;м.Київ – вул.Білоруська: 15, 15Б, 17Б–23- вул.Дегтярівська: 28–32- вул.Деревлянська: 14–16, 16/18 к.3, 19–19Б, 21–21А-;вул.Білоруська, 11Б, м.Київ, 04119 (дитяча поліклініка №4, хол, 1-й поверх)
800998;м.Київ – вул.Дегтярівська: 9, 11–11(А0202), 15–15Б, 26–26Б- вул.Митрофана Довнар-Запольського: 4А–8А, 10-;вул.Митрофана Довнар-Запольського, 16, м.Київ, 04050 (гуртожиток медичної академії, кімната відпочинку, 1-й порверх)
800999;м.Київ – вул.Василевської Ванди: 12/16, 14, 16–18- вул.Кирило-Мефодіївська: 14/2- вул.Коперніка: 16А, 18- вул.Митрофана Довнар-Запольського: 1–4- вул.Старокиївська: 9–27-;"вул.Василевської Ванди, 24, м.Київ, 04116 (Київський професійний ліцей ""Політехнік"", фойє, 1-й поверх)"
801000;м.Київ – вул.Василевської Ванди: 4, 6–10- вул.Кирило-Мефодіївська: 2–7, 15- вул.Старокиївська: 1/5–7/9- вул.Ярмоли Віктора: 4, 38- пров.Старокиївський, просп.Перемоги: 22, 34, 44-;вул.Шулявська, 10/12, м.Київ, 03055 (школа №102, коридор, ліве крило, 1-й поверх)
801001;м.Київ – вул.Василевської Ванди: 3, 5, 11, 13–13 к.2, 15–15/2- вул.Шулявська, вул.Ярмоли Віктора: 28/32, 38А- пров.Брест-Литовський, пров.Тбіліський, просп.Перемоги: 26, 28/1, 30-;вул.Шулявська, 10/12, м.Київ, 03055 (школа №102, коридор, праве крило, 1-й поверх)
801002;м.Київ – вул.Борщагівська: 4, 6, 8- просп.Перемоги: 15, 17, 19, 21, 23, 25, 27, 29-;просп.Перемоги, 25А, м.Київ, 03055 (бібліотека імені Т.Шевченка, вестибюль, 1-й поверх)
801003;м.Київ – вул.Борщагівська: 2, 10, 10А, 12, 14А, 16- вул.Політехнічна: 3, 5, 5А- пров.Політехнічний;вул.Борщагівська, 14, м.Київ, 03055 (музична школа №5, вестибюль, 1-й поверх)
